id,Title,Content,Excerpt,Date,"Post Type",Permalink,"WPML Translation ID","WPML Language Code",SKU,Price,"Regular Price","Sale Price","Stock Status",Stock,Visibility,"External Product URL","Total Sales","Attribute Name (pa_croisieres-thematiques)","Attribute Value (pa_croisieres-thematiques)","Attribute In Variations (pa_croisieres-thematiques)","Attribute Is Visible (pa_croisieres-thematiques)","Attribute Is Taxonomy (pa_croisieres-thematiques)","Attribute Name (pa_destinations)","Attribute Value (pa_destinations)","Attribute In Variations (pa_destinations)","Attribute Is Visible (pa_destinations)","Attribute Is Taxonomy (pa_destinations)","Attribute Name (pa_devenez-proprietaire)","Attribute Value (pa_devenez-proprietaire)","Attribute In Variations (pa_devenez-proprietaire)","Attribute Is Visible (pa_devenez-proprietaire)","Attribute Is Taxonomy (pa_devenez-proprietaire)","Attribute Name (pa_ecole-croisiere)","Attribute Value (pa_ecole-croisiere)","Attribute In Variations (pa_ecole-croisiere)","Attribute Is Visible (pa_ecole-croisiere)","Attribute Is Taxonomy (pa_ecole-croisiere)","Attribute Name (pa_locations)","Attribute Value (pa_locations)","Attribute In Variations (pa_locations)","Attribute Is Visible (pa_locations)","Attribute Is Taxonomy (pa_locations)","Attribute Name (pa_marques)","Attribute Value (pa_marques)","Attribute In Variations (pa_marques)","Attribute Is Visible (pa_marques)","Attribute Is Taxonomy (pa_marques)","Attribute Name (pa_modeles)","Attribute Value (pa_modeles)","Attribute In Variations (pa_modeles)","Attribute Is Visible (pa_modeles)","Attribute Is Taxonomy (pa_modeles)","Attribute Name (pa_nbre-cabines)","Attribute Value (pa_nbre-cabines)","Attribute In Variations (pa_nbre-cabines)","Attribute Is Visible (pa_nbre-cabines)","Attribute Is Taxonomy (pa_nbre-cabines)","Attribute Name (pa_prestations)","Attribute Value (pa_prestations)","Attribute In Variations (pa_prestations)","Attribute Is Visible (pa_prestations)","Attribute Is Taxonomy (pa_prestations)","Attribute Name (pa_skipper)","Attribute Value (pa_skipper)","Attribute In Variations (pa_skipper)","Attribute Is Visible (pa_skipper)","Attribute Is Taxonomy (pa_skipper)","Attribute Name (pa_taille)","Attribute Value (pa_taille)","Attribute In Variations (pa_taille)","Attribute Is Visible (pa_taille)","Attribute Is Taxonomy (pa_taille)","Shipping Class","Image URL","Image Title","Image Caption","Image Description","Image Alt Text","Attachment URL","Product Type",parent_id,Étiquettes,"Catégories de produits","Étiquettes produit","Tour Categories",Status,Author,Slug,Format,Template,Parent,Order,"Comment Status","Ping Status",Downloadable,Virtual,"Purchase Note",Featured,Weight,Length,Width,Height,"Sale Price Dates From","Sale Price Dates To","Sold IndivIDually","Manage Stock",Up-Sells,Cross-Sells,"Downloadable Files Paths","Downloadable Files Names","Download Limit","Download Expiry","Download Type","Button Text",Backorders,"Tax Status","Tax Class","Product Image Gallery","Default Attributes","Product Attributes","Product Version","Variation Description","WC Rating Count","WC Review Count","WC Average Rating","Min Variation Price","Max Variation Price","Min Price Variation ID","Max Price Variation ID","Min Variation Regular Price","Max Variation Regular Price","Min Regular Price Variation ID","Max Regular Price Variation ID","Min Variation Sale Price","Max Variation Sale Price","Min Sale Price Variation ID","Max Sale Price Variation ID"
1385,"Louez votre Helia 44","Nous vous proposons pour une croisière thématique, ou encore lors de votre apprentissage en école de croisière, notre magnifique <strong>Fountaine Pajot Helia 44</strong> ! Aux dimensions généreuses vous pourrez tout à fait y loger avec votre famille, vos amis. Ce bateau d'exception vous attend en Martinique.

<!--more-->

Exemples de Croisière thématiques proposées :
<table width=""594"">
<tbody>
<tr>
<td>[icon_tick state=""on""] [at_icon icon=""td-scuba-1""] - Plongée</td>
</tr>
<tr>
<td>[icon_tick state=""on""] [at_icon icon=""td-windsurf""] - Windsurf / Kitesurf</td>
</tr>
<tr>
<td>[icon_tick state=""on""] [at_icon icon=""td-surf""] - Surf</td>
</tr>
<tr>
<td>[icon_tick state=""on""] [at_icon icon=""td-snorkel""] - spots snorkeling</td>
</tr>
</tbody>
</table>
<table class=""table table-bordered tours-tabs__table"" style=""height: 233px;"" width=""862"">
<tbody>
<tr>
<td><strong>Port d'attache</strong></td>
<td>Martinique</td>
</tr>
<tr>
<td><strong>Heure de départ</strong></td>
<td>Le matin à 8h00</td>
</tr>
<tr>
<td><strong>INCLUS</strong></td>
<td>
<table class=""table table-bordered"" style=""height: 62px;"" width=""300"">
<tbody>
<tr>
<td>[icon_tick state=""on""]Airfare</td>
<td>[icon_tick state=""on""]Accommodations</td>
</tr>
<tr>
<td>[icon_tick state=""on""]Local transportation</td>
<td>[icon_tick state=""on""]Professional guide</td>
</tr>
</tbody>
</table>
</td>
</tr>
<tr>
<td><b>NON INCLUS</b></td>
<td>
<table class=""table table-bordered"" style=""height: 62px;"" width=""300"">
<tbody>
<tr>
<td>[icon_tick state=""off""]Entrance fees</td>
</tr>
<tr>
<td>[icon_tick state=""off""]Guide gratuity</td>
</tr>
</tbody>
</table>
</td>
</tr>
</tbody>
</table>
Potenti et sociosqu interdum condimentum lorem facilisi litora, sociosqu. Eros etiam luctus turpis sodales laoreet, tristique commodo et id cras habitant sollicitudin. Viverra, rutrum ultrices imperdiet laoreet sociosqu id dictum.

Dignissim inceptos nonummy iaculis parturient velit praesent tristique pharetra netus semper auctor quisque ultrices diam. Lectus aliquam sed pretium sem egestas ad sodales aenean cras litora est Aptent mattis praesent.",,20170203,product,https://acm-caraibes.com/tours/helia-44-t/,1514,fr,,3800,3800,,instock,,visible,,0,"Produit Croisières Thématiques",,no,no,no,"Produit Destinations",Martinique,no,yes,yes,"Produit Devenez propriétaire",,no,no,no,"Produit Ecole de croisière","Stage Exclusif",no,yes,yes,"Produit Locations",,no,no,no,"Produit Marques","Fountaine Pajot",no,yes,yes,"Produit Modèles","Helia 44",no,yes,yes,"Produit Nombre de cabines doubles",4,no,yes,yes,"Produit Nos prestations","Croisière thématique|Devenez propriétaire|Formations|Location",no,yes,yes,"Produit Skipper","Avec Skipper|Sans Skipper",no,yes,yes,"Produit Taille","13 à 15 mètres",no,yes,yes,,https://acm-caraibes.com/wp-content/uploads/2017/02/ban-helia-44-1910x800-1.jpg,ban-helia-44-1910x800,,,"Helia 44",,tour,0,,"Marques>Fountaine Pajot",Helia,"Locations>Avec équipage|Locations>Croisières thématiques|Martinique|Ecole de croisière>Stage Exclusif Autonomie|Tous nos bateaux",publish,2,helia-44-t,,,0,0,open,closed,no,no,,no,,,,,,,,no,,,,,-1,-1,,,no,taxable,,,a:0:{},"a:8:{s:15:""pa_destinations"";a:6:{s:4:""name"";s:15:""pa_destinations"";s:5:""value"";s:0:"""";s:8:""position"";i:0;s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:1;}s:10:""pa_skipper"";a:6:{s:4:""name"";s:10:""pa_skipper"";s:5:""value"";s:0:"""";s:8:""position"";i:1;s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:1;}s:9:""pa_taille"";a:6:{s:4:""name"";s:9:""pa_taille"";s:5:""value"";s:0:"""";s:8:""position"";i:2;s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:1;}s:10:""pa_marques"";a:6:{s:4:""name"";s:10:""pa_marques"";s:5:""value"";s:0:"""";s:8:""position"";i:3;s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:1;}s:10:""pa_modeles"";a:6:{s:4:""name"";s:10:""pa_modeles"";s:5:""value"";s:0:"""";s:8:""position"";i:4;s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:1;}s:15:""pa_nbre-cabines"";a:6:{s:4:""name"";s:15:""pa_nbre-cabines"";s:5:""value"";s:0:"""";s:8:""position"";i:6;s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:1;}s:14:""pa_prestations"";a:6:{s:4:""name"";s:14:""pa_prestations"";s:5:""value"";s:0:"""";s:8:""position"";i:7;s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:1;}s:18:""pa_ecole-croisiere"";a:6:{s:4:""name"";s:18:""pa_ecole-croisiere"";s:5:""value"";s:0:"""";s:8:""position"";i:8;s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:1;}}",3.0.8,,a:0:{},0,0,,,,,,,,,,,,
1390,"Location 1 semaine du 1er juillet au 7 juillet","Platea rutrum. Enim quam montes Porttitor nam, nullam. Penatibus non. Sociis aptent laoreet tempor Ornare laoreet dictumst, feugiat ut nunc adipiscing orci ridiculus tempus.

Fringilla. Ultrices sollicitudin tristique, netus, habitasse sem.<!--more-->Morbi lacus donec pellentesque dui lacus Platea felis praesent.
<table class=""table table-bordered tours-tabs__table"" style=""height: 233px;"" width=""862"">
<tbody>
<tr>
<td><strong>DEPARTURE/RETURN LOCATION</strong></td>
<td>San Francisco International Airport</td>
</tr>
<tr>
<td><strong>DEPARTURE TIME</strong></td>
<td>Please arrive at least 2 hours before the flight.</td>
</tr>
<tr>
<td><strong>INCLUDED</strong></td>
<td>
<table class=""table table-bordered"" style=""height: 62px;"" width=""300"">
<tbody>
<tr>
<td>[icon_tick state=""on""]Airfare</td>
<td>[icon_tick state=""on""]Accommodations</td>
</tr>
<tr>
<td>[icon_tick state=""on""]Local transportation</td>
<td>[icon_tick state=""on""]Professional guide</td>
</tr>
</tbody>
</table>
</td>
</tr>
<tr>
<td><b>NOT INCLUDED</b></td>
<td>
<table class=""table table-bordered"" style=""height: 62px;"" width=""300"">
<tbody>
<tr>
<td>[icon_tick state=""off""]Entrance fees</td>
</tr>
<tr>
<td>[icon_tick state=""off""]Guide gratuity</td>
</tr>
</tbody>
</table>
</td>
</tr>
</tbody>
</table>
Potenti et sociosqu interdum condimentum lorem facilisi litora, sociosqu. Eros etiam luctus turpis sodales laoreet, tristique commodo et id cras habitant sollicitudin. Viverra, rutrum ultrices imperdiet laoreet sociosqu id dictum.

Dignissim inceptos nonummy iaculis parturient velit praesent tristique pharetra netus semper auctor quisque ultrices diam. Lectus aliquam sed pretium sem egestas ad sodales aenean cras litora est Aptent mattis praesent.

&nbsp;

[timeline][timeline_item item_number=""1"" title=""Day 1: Departure""]Ornare proin neque tempus cubilia cubilia blandit netus.
&lt;ul&gt;
&lt;li&gt;Maecenas massa. Fermentum. Pretium vitae tempus sem enim enim.&lt;/li&gt;
&lt;li&gt;Tempus, leo, taciti augue aliquam hendrerit.&lt;/li&gt;
&lt;li&gt;Accumsan pharetra eros justo augue posuere felis elit cras montes fames.&lt;/li&gt;
&lt;li&gt;Vulputate dictumst egestas etiam dictum varius.&lt;/li&gt;
&lt;/ul&gt;
[/timeline_item]
[timeline_item item_number=""2"" title=""Day 2""]Tortor elementum egestas metus potenti habitasse tempus natoque senectus commodo rutrum quisque fermentum.[/timeline_item]
[timeline_item item_number=""3"" title=""Day 3""]Fusce sagittis viverra lorem proin porttitor conubia risus vivamus. Mollis. Luctus curabitur porta nibh penatibus aliquet nec conubia magnis semper, sem feugiat scelerisque molestie.[/timeline_item]
[timeline_item item_number=""4"" title=""Day 4""]Pretium consequat, facilisis sem in malesuada sodales et ipsum proin eleifend tincidunt, urna morbi metus quisque.[/timeline_item]
[timeline_item item_number=""5"" title=""Day 5""]Pellentesque diam pede, eros lobortis habitant sed malesuada facilisi odio morbi tempus ante. Dui cras molestie feugiat.[/timeline_item]
[timeline_item item_number=""6"" title=""Day 6""]Feugiat iaculis penatibus ornare ipsum nisl amet Ad sem, bibendum ultricies luctus Suscipit. Fringilla mus, congue. Sagittis fringilla cubilia nisi.[/timeline_item]
[timeline_item item_number=""7"" title=""Day 7""]Habitant nec magnis molestie porta sociis scelerisque in dis, pretium semper fringilla mollis curabitur vel. Magnis. Diam a urna elementum.[/timeline_item]
[timeline_item item_number=""8"" title=""Day 8""]Hac vehicula semper natoque malesuada dapibus justo eu. Blandit nibh fames Litora habitasse in tempus potenti elit iaculis. Sit et.[/timeline_item]
[timeline_item item_number=""9"" title=""Day 9""]Tincidunt in nullam massa nam ipsum sodales nullam consectetuer ad gravida Donec quisque odio bibendum euismod. Urna id lobortis condimentum.[/timeline_item]
[timeline_item item_number=""10"" title=""Day 10: Return""][/timeline_item][/timeline]

&nbsp;

[google_map address=""La Paz Waterfall Gardens, Costa Rica"" coordinates=""10.2042908,-84.1618761"" zoom=""10"" height=""400"" width_mode=""box-width""]","Description courte du produit Platea rutrum. Enim quam montes Porttitor nam, nullam. Penatibus non. Sociis aptent laoreet tempor Ornare laoreet dictumst, feugiat ut nunc adipiscing orci ridiculus tempus.

Fringilla. Ultrices sollicitudin tristique, netus, habitasse sem",20170204,product,https://acm-caraibes.com/produit/location-une-semaine/,1515,fr,,500,,,instock,,visible,,6,"Produit Croisières Thématiques",,no,no,no,"Produit Destinations",Barbade|Martinique,no,yes,yes,"Produit Devenez propriétaire",,no,no,no,"Produit Ecole de croisière",,no,no,no,"Produit Locations",,no,no,no,"Produit Marques","Fountaine Pajot",no,yes,yes,"Produit Modèles",,no,no,no,"Produit Nombre de cabines doubles",3,no,yes,yes,"Produit Nos prestations",,no,no,no,"Produit Skipper","Avec Skipper",yes,yes,yes,"Produit Taille","plus de 15 mètres",no,yes,yes,,https://acm-caraibes.com/wp-content/uploads/2017/02/Site-Construction2.jpg,Site-Construction2,,,"acm caraibes",,variable,0,rated-4,"Marques>Fountaine Pajot",promotion,"Barbade|Last Minute|Ecole de croisière>Stage équipage autonomie",publish,2,location-une-semaine,,,0,0,open,closed,yes,no,,no,,,,,,,,no,,,,,,,,,no,taxable,,,a:0:{},"a:5:{s:10:""pa_skipper"";a:6:{s:4:""name"";s:10:""pa_skipper"";s:5:""value"";s:0:"""";s:8:""position"";s:1:""0"";s:10:""is_visible"";i:1;s:12:""is_variation"";i:1;s:11:""is_taxonomy"";i:1;}s:15:""pa_destinations"";a:6:{s:4:""name"";s:15:""pa_destinations"";s:5:""value"";s:0:"""";s:8:""position"";s:1:""1"";s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:1;}s:9:""pa_taille"";a:6:{s:4:""name"";s:9:""pa_taille"";s:5:""value"";s:0:"""";s:8:""position"";s:1:""2"";s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:1;}s:10:""pa_marques"";a:6:{s:4:""name"";s:10:""pa_marques"";s:5:""value"";s:0:"""";s:8:""position"";s:1:""3"";s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:1;}s:15:""pa_nbre-cabines"";a:6:{s:4:""name"";s:15:""pa_nbre-cabines"";s:5:""value"";s:0:"""";s:8:""position"";s:1:""4"";s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:1;}}",2.6.14,,"a:1:{i:4;s:1:""1"";}",2,4.00,500,900,1810,1811,500,900,1810,1811,,,,
1796,"Offre location 1 semaine du 1er juillet au 7 juillet","Platea rutrum. Enim quam montes Porttitor nam, nullam. Penatibus non. Sociis aptent laoreet tempor Ornare laoreet dictumst, feugiat ut nunc adipiscing orci ridiculus tempus.

Fringilla. Ultrices sollicitudin tristique, netus, habitasse sem.<!--more-->Morbi lacus donec pellentesque dui lacus Platea felis praesent.
<table class=""table table-bordered tours-tabs__table"" style=""height: 233px;"" width=""862"">
<tbody>
<tr>
<td><strong>DEPARTURE/RETURN LOCATION</strong></td>
<td>San Francisco International Airport</td>
</tr>
<tr>
<td><strong>DEPARTURE TIME</strong></td>
<td>Please arrive at least 2 hours before the flight.</td>
</tr>
<tr>
<td><strong>INCLUDED</strong></td>
<td>
<table class=""table table-bordered"" style=""height: 62px;"" width=""300"">
<tbody>
<tr>
<td>[icon_tick state=""on""]Airfare</td>
<td>[icon_tick state=""on""]Accommodations</td>
</tr>
<tr>
<td>[icon_tick state=""on""]Local transportation</td>
<td>[icon_tick state=""on""]Professional guide</td>
</tr>
</tbody>
</table>
</td>
</tr>
<tr>
<td><b>NOT INCLUDED</b></td>
<td>
<table class=""table table-bordered"" style=""height: 62px;"" width=""300"">
<tbody>
<tr>
<td>[icon_tick state=""off""]Entrance fees</td>
</tr>
<tr>
<td>[icon_tick state=""off""]Guide gratuity</td>
</tr>
</tbody>
</table>
</td>
</tr>
</tbody>
</table>
Potenti et sociosqu interdum condimentum lorem facilisi litora, sociosqu. Eros etiam luctus turpis sodales laoreet, tristique commodo et id cras habitant sollicitudin. Viverra, rutrum ultrices imperdiet laoreet sociosqu id dictum.

Dignissim inceptos nonummy iaculis parturient velit praesent tristique pharetra netus semper auctor quisque ultrices diam. Lectus aliquam sed pretium sem egestas ad sodales aenean cras litora est Aptent mattis praesent.

&nbsp;

[timeline][timeline_item item_number=""1"" title=""Day 1: Departure""]Ornare proin neque tempus cubilia cubilia blandit netus.
&lt;ul&gt;
&lt;li&gt;Maecenas massa. Fermentum. Pretium vitae tempus sem enim enim.&lt;/li&gt;
&lt;li&gt;Tempus, leo, taciti augue aliquam hendrerit.&lt;/li&gt;
&lt;li&gt;Accumsan pharetra eros justo augue posuere felis elit cras montes fames.&lt;/li&gt;
&lt;li&gt;Vulputate dictumst egestas etiam dictum varius.&lt;/li&gt;
&lt;/ul&gt;
[/timeline_item]
[timeline_item item_number=""2"" title=""Day 2""]Tortor elementum egestas metus potenti habitasse tempus natoque senectus commodo rutrum quisque fermentum.[/timeline_item]
[timeline_item item_number=""3"" title=""Day 3""]Fusce sagittis viverra lorem proin porttitor conubia risus vivamus. Mollis. Luctus curabitur porta nibh penatibus aliquet nec conubia magnis semper, sem feugiat scelerisque molestie.[/timeline_item]
[timeline_item item_number=""4"" title=""Day 4""]Pretium consequat, facilisis sem in malesuada sodales et ipsum proin eleifend tincidunt, urna morbi metus quisque.[/timeline_item]
[timeline_item item_number=""5"" title=""Day 5""]Pellentesque diam pede, eros lobortis habitant sed malesuada facilisi odio morbi tempus ante. Dui cras molestie feugiat.[/timeline_item]
[timeline_item item_number=""6"" title=""Day 6""]Feugiat iaculis penatibus ornare ipsum nisl amet Ad sem, bibendum ultricies luctus Suscipit. Fringilla mus, congue. Sagittis fringilla cubilia nisi.[/timeline_item]
[timeline_item item_number=""7"" title=""Day 7""]Habitant nec magnis molestie porta sociis scelerisque in dis, pretium semper fringilla mollis curabitur vel. Magnis. Diam a urna elementum.[/timeline_item]
[timeline_item item_number=""8"" title=""Day 8""]Hac vehicula semper natoque malesuada dapibus justo eu. Blandit nibh fames Litora habitasse in tempus potenti elit iaculis. Sit et.[/timeline_item]
[timeline_item item_number=""9"" title=""Day 9""]Tincidunt in nullam massa nam ipsum sodales nullam consectetuer ad gravida Donec quisque odio bibendum euismod. Urna id lobortis condimentum.[/timeline_item]
[timeline_item item_number=""10"" title=""Day 10: Return""][/timeline_item][/timeline]

&nbsp;

[google_map address=""La Paz Waterfall Gardens, Costa Rica"" coordinates=""10.2042908,-84.1618761"" zoom=""10"" height=""400"" width_mode=""box-width""]","Description courte du produit Platea rutrum. Enim quam montes Porttitor nam, nullam. Penatibus non. Sociis aptent laoreet tempor Ornare laoreet dictumst, feugiat ut nunc adipiscing orci ridiculus tempus.

Fringilla. Ultrices sollicitudin tristique, netus, habitasse sem",20170309,product,https://acm-caraibes.com/tours/offre-location/,1656,fr,,,,,outofstock,3.000000,visible,,0,"Produit Croisières Thématiques",,no,no,no,"Produit Destinations",Barbade|Martinique,no,yes,yes,"Produit Devenez propriétaire",,no,no,no,"Produit Ecole de croisière",,no,no,no,"Produit Locations",,no,no,no,"Produit Marques",,no,no,no,"Produit Modèles",,no,no,no,"Produit Nombre de cabines doubles",,no,no,no,"Produit Nos prestations",,no,no,no,"Produit Skipper","Avec Skipper",no,yes,yes,"Produit Taille","plus de 15 mètres",no,yes,yes,,https://acm-caraibes.com/wp-content/uploads/2017/02/Site-Construction2.jpg,Site-Construction2,,,"acm caraibes",,tour,0,outofstock,"Marques>Fountaine Pajot",promotion,"Barbade|Last Minute|Ecole de croisière>Stage équipage autonomie",publish,2,offre-location,,,0,0,open,closed,no,no,,no,,,,,,,,yes,,,,,,,,,no,taxable,,,,"a:3:{s:10:""pa_skipper"";a:6:{s:4:""name"";s:10:""pa_skipper"";s:5:""value"";s:0:"""";s:8:""position"";s:1:""0"";s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:1;}s:15:""pa_destinations"";a:6:{s:4:""name"";s:15:""pa_destinations"";s:5:""value"";s:0:"""";s:8:""position"";s:1:""1"";s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:1;}s:9:""pa_taille"";a:6:{s:4:""name"";s:9:""pa_taille"";s:5:""value"";s:0:"""";s:8:""position"";s:1:""2"";s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:1;}}",2.6.14,,a:0:{},0,0,,,,,,,,,,,,
1810,"Location 1 semaine du 1er juillet au 7 juillet - Avec Skipper",,,20170314,product,https://acm-caraibes.com/produit/location-une-semaine/?attribute_pa_skipper=avec-skipper,,,,500,500,,instock,,,,,"Produit Croisières Thématiques",,no,no,no,"Produit Destinations",,no,yes,yes,"Produit Devenez propriétaire",,no,no,no,"Produit Ecole de croisière",,no,no,no,"Produit Locations",,no,no,no,"Produit Marques",,no,yes,yes,"Produit Modèles",,no,no,no,"Produit Nombre de cabines doubles",,no,yes,yes,"Produit Nos prestations",,no,no,no,"Produit Skipper",avec-skipper,yes,yes,yes,"Produit Taille",,no,yes,yes,,,,,,,,variable,1390,,,,,publish,3,product-1390-variation,,,1390,1,closed,closed,yes,no,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1811,"Location 1 semaine du 1er juillet au 7 juillet",,,20170314,product,https://acm-caraibes.com/produit/location-une-semaine/,,,,900,900,,outofstock,,,,,"Produit Croisières Thématiques",,no,no,no,"Produit Destinations",,no,yes,yes,"Produit Devenez propriétaire",,no,no,no,"Produit Ecole de croisière",,no,no,no,"Produit Locations",,no,no,no,"Produit Marques",,no,yes,yes,"Produit Modèles",,no,no,no,"Produit Nombre de cabines doubles",,no,yes,yes,"Produit Nos prestations",,no,no,no,"Produit Skipper",,yes,yes,yes,"Produit Taille",,no,yes,yes,,,,,,,,variable,1390,outofstock,,,,publish,3,product-1390-variation-2,,,1390,1,closed,closed,yes,no,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
